Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_pg,PTS_pg,TRB_pg,AST_pg,WS,WS48,BPM,VORP,draft_year,name_clean
42,MIL,Doron Lamb,Kentucky,2.0,100.0,1272.0,345.0,95.0,75.0,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.8,-1.2,2012,doronlamb
43,ATL,Mike Scott,Virginia,9.0,555.0,9182.0,3736.0,1727.0,499.0,0.453,0.362,0.757,16.5,6.7,3.1,0.9,16.8,0.088,-1.7,0.6,2012,mikescott
44,DET,Kim English,Missouri,1.0,41.0,407.0,119.0,37.0,26.0,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,2012,kimenglish
45,PHI,Justin Hamilton,LSU,3.0,113.0,1961.0,687.0,403.0,91.0,0.464,0.309,0.798,17.4,6.1,3.6,0.8,3.7,0.091,-0.9,0.5,2012,justinhamilton
46,NOH,Darius Miller,Kentucky,6.0,271.0,5358.0,1597.0,447.0,367.0,0.419,0.383,0.84,19.8,5.9,1.6,1.4,6.5,0.059,-2.3,-0.4,2012,dariusmiller
47,UTA,Kevin Murphy,Tennessee Technological University,1.0,17.0,52.0,15.0,4.0,2.0,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272,-16.8,-0.2,2012,kevinmurphy
48,NYK,Kostas Papanikolaou,,2.0,69.0,1089.0,249.0,158.0,101.0,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.7,-0.2,2012,kostaspapanikolaou
49,ORL,Kyle O'Quinn,Norfolk State,8.0,472.0,6714.0,2568.0,2166.0,643.0,0.517,0.218,0.74,14.2,5.4,4.6,1.4,17.8,0.128,0.9,5.0,2012,kyleo'quinn
50,DEN,İzzet Türkyılmaz,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2012,izzetturkyılmaz
51,BOS,Kris Joseph,Syracuse,1.0,10.0,54.0,9.0,7.0,1.0,0.143,0.0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-9.9,-0.1,2012,krisjoseph
52,GSW,Ognjen Kuzmić,,2.0,37.0,164.0,35.0,38.0,8.0,0.52,,0.6,4.4,0.9,1.0,0.2,0.2,0.061,-5.6,-0.2,2012,ognjenkuzmic
53,LAC,Furkan Aldemir,,1.0,41.0,540.0,93.0,176.0,28.0,0.513,0.0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-3.6,-0.2,2012,furkanaldemir
54,PHI,Tornike Shengelia,,2.0,45.0,247.0,59.0,39.0,17.0,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-7.0,-0.3,2012,tornikeshengelia
55,DAL,Darius Johnson-Odom,Marquette,2.0,7.0,21.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.3,-0.3,-0.597,-25.5,-0.1,2012,dariusjohnson-odom
56,TOR,Tomislav Zubčić,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2012,tomislavzubcic
57,NJN,İlkan Karaman,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2012,ilkankaraman
58,MIN,Robbie Hummel,Purdue,2.0,98.0,1397.0,379.0,266.0,50.0,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-3.1,-0.4,2012,robbiehummel
59,SAS,Marcus Denmon,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2012,marcusdenmon
60,LAL,Robert Sacre,Gonzaga,4.0,189.0,2745.0,787.0,593.0,126.0,0.436,0.0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-4.0,-1.4,2012,robertsacre
1,CLE,Anthony Bennett,UNLV,4.0,151.0,1905.0,658.0,472.0,77.0,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-4.8,-1.3,2013,anthonybennett
2,ORL,Victor Oladipo,Indiana,10.0,504.0,16247.0,8503.0,2245.0,1970.0,0.436,0.347,0.788,32.2,16.9,4.5,3.9,25.6,0.076,0.7,11.0,2013,victoroladipo
3,WAS,Otto Porter Jr.,Georgetown,11.0,527.0,13400.0,5419.0,2599.0,783.0,0.477,0.397,0.797,25.4,10.3,4.9,1.5,36.7,0.132,1.7,12.5,2013,ottoporterjr.
4,CHA,Cody Zeller,Indiana,11.0,552.0,11510.0,4376.0,3125.0,740.0,0.52,0.22,0.727,20.9,7.9,5.7,1.3,33.5,0.14,-0.7,3.9,2013,codyzeller
5,PHO,Alex Len,Maryland,12.0,690.0,11754.0,4608.0,3624.0,589.0,0.51,0.322,0.678,17.0,6.7,5.3,0.9,23.9,0.097,-1.9,0.3,2013,alexlen
6,NOH,Nerlens Noel,Kentucky,9.0,467.0,10281.0,3338.0,2835.0,501.0,0.546,0.2,0.655,22.0,7.1,6.1,1.1,28.3,0.132,0.9,7.4,2013,nerlensnoel
7,SAC,Ben McLemore,Kansas,9.0,556.0,12534.0,5015.0,1269.0,563.0,0.414,0.363,0.78,22.5,9.0,2.3,1.0,9.0,0.035,-3.1,-3.4,2013,benmclemore
8,DET,Kentavious Caldwell-Pope,Georgia,13.0,963.0,28124.0,10600.0,2833.0,1791.0,0.427,0.365,0.826,29.2,11.0,2.9,1.9,49.2,0.084,-1.0,7.2,2013,kentaviouscaldwell-pope
9,MIN,Trey Burke,Michigan,9.0,498.0,10401.0,4792.0,878.0,1522.0,0.41,0.345,0.81,20.9,9.6,1.8,3.1,12.9,0.06,-1.3,1.7,2013,treyburke
10,POR,CJ McCollum,Lehigh,13.0,863.0,27528.0,16838.0,3119.0,3298.0,0.453,0.395,0.796,31.9,19.5,3.6,3.8,54.9,0.096,1.1,21.5,2013,cjmccollum
11,PHI,Michael Carter-Williams,Syracuse,9.0,395.0,9942.0,4040.0,1718.0,1708.0,0.402,0.256,0.705,25.2,10.2,4.3,4.3,6.6,0.032,-1.2,1.8,2013,michaelcarter-williams
12,OKC,Steven Adams,Pitt,12.0,796.0,20468.0,6930.0,6391.0,1193.0,0.584,0.059,0.534,25.7,8.7,8.0,1.5,63.7,0.149,0.5,12.9,2013,stevenadams
13,DAL,Kelly Olynyk,Gonzaga,13.0,842.0,18360.0,8272.0,4200.0,2024.0,0.486,0.369,0.794,21.8,9.8,5.0,2.4,47.1,0.123,0.8,13.1,2013,kellyolynyk
14,UTA,Shabazz Muhammad,UCLA,5.0,278.0,4772.0,2504.0,770.0,151.0,0.473,0.319,0.751,17.2,9.0,2.8,0.5,8.5,0.085,-2.0,0.0,2013,shabazzmuhammad
15,MIL,Giannis Antetokounmpo,,13.0,895.0,29273.0,21531.0,8882.0,4484.0,0.554,0.285,0.691,32.7,24.1,9.9,5.0,125.8,0.206,6.8,65.5,2013,giannisantetokounmpo
16,BOS,Lucas Nogueira,,4.0,141.0,1754.0,446.0,388.0,72.0,0.632,0.265,0.64,12.4,3.2,2.8,0.5,6.0,0.165,2.3,1.9,2013,lucasnogueira
17,ATL,Dennis Schröder,,13.0,912.0,24721.0,12494.0,2624.0,4438.0,0.43,0.341,0.836,27.1,13.7,2.9,4.9,34.2,0.066,-1.5,2.9,2013,dennisschroder
18,ATL,Shane Larkin,Miami (FL),4.0,256.0,4880.0,1399.0,490.0,737.0,0.422,0.336,0.777,19.1,5.5,1.9,2.9,4.4,0.044,-2.4,-0.6,2013,shanelarkin
19,CLE,Sergey Karasev,,3.0,95.0,1110.0,287.0,140.0,87.0,0.395,0.282,0.842,11.7,3.0,1.5,0.9,0.8,0.036,-3.4,-0.4,2013,sergeykarasev
20,CHI,Tony Snell,New Mexico,9.0,601.0,13092.0,3672.0,1371.0,669.0,0.431,0.394,0.846,21.8,6.1,2.3,1.1,18.5,0.068,-2.0,-0.1,2013,tonysnell
21,UTA,Gorgui Dieng,Louisville,10.0,628.0,12625.0,4591.0,3534.0,837.0,0.496,0.355,0.791,20.1,7.3,5.6,1.3,30.7,0.117,0.2,7.1,2013,gorguidieng
22,BRK,Mason Plumlee,Duke,13.0,880.0,18969.0,6949.0,5820.0,2065.0,0.596,0.039,0.577,21.6,7.9,6.6,2.3,58.4,0.148,1.2,15.2,2013,masonplumlee
23,IND,Solomon Hill,Arizona,9.0,448.0,9652.0,2453.0,1399.0,662.0,0.388,0.331,0.797,21.5,5.5,3.1,1.5,11.9,0.059,-2.1,-0.3,2013,solomonhill
24,NYK,Tim Hardaway Jr.,Michigan,13.0,893.0,24389.0,12230.0,2544.0,1594.0,0.419,0.365,0.815,27.3,13.7,2.8,1.8,38.2,0.075,-1.2,5.2,2013,timhardawayjr.
25,LAC,Reggie Bullock,UNC,11.0,556.0,12556.0,4039.0,1451.0,647.0,0.424,0.385,0.827,22.6,7.3,2.6,1.2,21.4,0.082,-1.2,2.6,2013,reggiebullock
26,MIN,Andre Roberson,Colorado,7.0,307.0,6801.0,1382.0,1230.0,265.0,0.473,0.253,0.468,22.2,4.5,4.0,0.9,12.6,0.089,-0.6,2.3,2013,andreroberson
27,DEN,Rudy Gobert,,13.0,905.0,27811.0,11287.0,10572.0,1251.0,0.658,0.0,0.633,30.7,12.5,11.7,1.4,124.9,0.216,3.1,35.8,2013,rudygobert
28,SAS,Livio Jean-Charles,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,liviojean-charles
29,OKC,Archie Goodwin,Kentucky,4.0,165.0,2396.0,1040.0,331.0,206.0,0.429,0.236,0.7,14.5,6.3,2.0,1.2,1.1,0.022,-3.0,-0.6,2013,archiegoodwin
30,PHO,Nemanja Nedović,,1.0,24.0,142.0,26.0,15.0,13.0,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.0,-0.3,2013,nemanjanedovic
31,CLE,Allen Crabbe,California,7.0,381.0,9125.0,3453.0,1073.0,434.0,0.425,0.387,0.831,24.0,9.1,2.8,1.1,13.7,0.072,-1.6,0.9,2013,allencrabbe
32,OKC,Álex Abrines,,3.0,174.0,2777.0,924.0,248.0,88.0,0.387,0.368,0.88,16.0,5.3,1.4,0.5,5.0,0.086,-1.9,0.1,2013,alexabrines
33,CLE,Carrick Felix,Arizona State,1.0,7.0,38.0,19.0,6.0,4.0,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0.0,0.057,-3.4,0.0,2013,carrickfelix
34,HOU,Isaiah Canaan,Murray State,6.0,235.0,4799.0,1913.0,438.0,454.0,0.371,0.351,0.836,20.4,8.1,1.9,1.9,4.3,0.043,-2.4,-0.5,2013,isaiahcanaan
35,PHI,Glen Rice Jr.,Georgia Tech,2.0,16.0,152.0,43.0,24.0,9.0,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-6.6,-0.2,2013,glenricejr.
36,SAC,Ray McCallum,Detroit Mercy,3.0,154.0,2808.0,920.0,306.0,368.0,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,0.035,-2.6,-0.4,2013,raymccallum
37,DET,Tony Mitchell,University of North Texas,1.0,21.0,79.0,22.0,26.0,2.0,0.417,1.0,0.579,3.8,1.0,1.2,0.1,0.2,0.151,0.4,0.0,2013,tonymitchell
38,WAS,Nate Wolters,South Dakota State,3.0,84.0,1575.0,461.0,185.0,209.0,0.423,0.261,0.635,18.8,5.5,2.2,2.5,0.9,0.028,-2.6,-0.2,2013,natewolters
39,POR,Jeff Withey,Kansas,5.0,207.0,2072.0,666.0,518.0,64.0,0.525,0.143,0.716,10.0,3.2,2.5,0.3,6.8,0.157,0.5,1.3,2013,jeffwithey
40,POR,Grant Jerrett,Arizona,1.0,8.0,51.0,16.0,9.0,3.0,0.269,0.067,1.0,6.4,2.0,1.1,0.4,-0.1,-0.128,-10.8,-0.1,2013,grantjerrett
41,MEM,Jamaal Franklin,San Diego State,2.0,24.0,174.0,42.0,25.0,9.0,0.415,0.462,1.0,7.3,1.8,1.0,0.4,0.0,-0.006,-5.9,-0.2,2013,jamaalfranklin
42,PHI,Pierre Jackson,Baylor,1.0,8.0,84.0,35.0,9.0,19.0,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0.0,0.021,-4.4,-0.1,2013,pierrejackson
43,MIL,Ricky Ledo,Providence,2.0,28.0,277.0,109.0,38.0,21.0,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.6,-0.4,2013,rickyledo
44,DAL,Mike Muscala,Bucknell,11.0,548.0,8239.0,3206.0,1699.0,464.0,0.451,0.373,0.83,15.0,5.9,3.1,0.8,19.2,0.112,-0.2,3.7,2013,mikemuscala
45,POR,Marko Todorović,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,markotodorovic
46,UTA,Erick Green,Virginia Tech,2.0,52.0,452.0,159.0,37.0,42.0,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-4.0,-0.2,2013,erickgreen
47,ATL,Raul Neto,,8.0,435.0,6765.0,2470.0,658.0,913.0,0.458,0.361,0.812,15.6,5.7,1.5,2.1,11.6,0.082,-1.5,0.8,2013,raulneto
48,LAL,Ryan Kelly,Duke,4.0,163.0,3125.0,981.0,504.0,215.0,0.378,0.316,0.797,19.2,6.0,3.1,1.3,3.0,0.046,-2.6,-0.5,2013,ryankelly
49,CHI,Erik Murphy,Florida,1.0,24.0,62.0,6.0,8.0,2.0,0.231,0.0,,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.6,-0.1,2013,erikmurphy
50,ATL,James Ennis III,Cal State Long Beach,8.0,395.0,8022.0,2629.0,1306.0,373.0,0.457,0.36,0.797,20.3,6.7,3.3,0.9,16.2,0.097,-1.5,0.9,2013,jamesennisiii
51,ORL,Romero Osby,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,romeroosby
52,MIN,Lorenzo Brown,NC State,5.0,103.0,1185.0,293.0,151.0,183.0,0.364,0.17,0.707,11.5,2.8,1.5,1.8,-0.2,-0.007,-3.5,-0.5,2013,lorenzobrown
53,IND,Colton Iverson,Colorado State,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,coltoniverson
54,WAS,Arsalan Kazemi,Oregon,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,arsalankazemi
55,MEM,Joffrey Lauvergne,,4.0,208.0,2823.0,1159.0,789.0,180.0,0.479,0.285,0.719,13.6,5.6,3.8,0.9,5.2,0.089,-2.1,-0.1,2013,joffreylauvergne
56,DET,Peyton Siva,Louisville,1.0,24.0,224.0,54.0,14.0,34.0,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-6.4,-0.2,2013,peytonsiva
57,PHO,Alex Oriakhi,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,alexoriakhi
58,SAS,Deshaun Thomas,Ohio State,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,deshaunthomas
59,MIN,Bojan Dubljević,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,bojandubljevic
60,MEM,Jānis Timma,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2013,janistimma
1,CLE,Andrew Wiggins,Kansas,12.0,834.0,27951.0,15214.0,3754.0,1937.0,0.451,0.362,0.728,33.5,18.2,4.5,2.3,37.6,0.065,-1.2,5.8,2014,andrewwiggins
2,MIL,Jabari Parker,Duke,8.0,310.0,8535.0,4380.0,1703.0,610.0,0.494,0.326,0.743,27.5,14.1,5.5,2.0,13.8,0.078,-0.8,2.5,2014,jabariparker
3,PHI,Joel Embiid,Kansas,10.0,490.0,15608.0,13544.0,5280.0,1808.0,0.5,0.339,0.83,31.9,27.6,10.8,3.7,69.0,0.212,6.7,34.3,2014,joelembiid
4,ORL,Aaron Gordon,Arizona,12.0,756.0,22081.0,10339.0,4683.0,2035.0,0.485,0.335,0.698,29.2,13.7,6.2,2.7,50.1,0.109,0.4,13.4,2014,aarongordon
5,UTA,Danté Exum,,8.0,320.0,6005.0,1991.0,623.0,728.0,0.435,0.343,0.765,18.8,6.2,1.9,2.3,6.6,0.053,-2.8,-1.2,2014,danteexum
6,BOS,Marcus Smart,Oklahoma State,12.0,697.0,20495.0,7314.0,2355.0,3080.0,0.389,0.324,0.779,29.4,10.5,3.4,4.4,36.2,0.085,-0.5,7.6,2014,marcussmart
7,LAL,Julius Randle,Kentucky,12.0,789.0,25348.0,15184.0,7023.0,3108.0,0.472,0.332,0.759,32.1,19.2,8.9,3.9,56.9,0.108,1.0,19.4,2014,juliusrandle
8,SAC,Nik Stauskas,Michigan,6.0,343.0,6701.0,2290.0,691.0,515.0,0.389,0.354,0.812,19.5,6.7,2.0,1.5,3.9,0.028,-3.0,-1.7,2014,nikstauskas
9,CHO,Noah Vonleh,Indiana,8.0,362.0,5854.0,1685.0,1790.0,264.0,0.459,0.307,0.692,16.2,4.7,4.9,0.7,9.4,0.077,-2.5,-0.7,2014,noahvonleh
10,PHI,Elfrid Payton,Louisiana,9.0,524.0,13894.0,5121.0,2086.0,3034.0,0.444,0.286,0.623,26.5,9.8,4.0,5.8,15.1,0.052,-1.1,3.1,2014,elfridpayton
11,DEN,Doug McDermott,Creighton,12.0,726.0,14011.0,6162.0,1493.0,686.0,0.468,0.41,0.806,19.3,8.5,2.1,0.9,21.7,0.074,-2.2,-0.7,2014,dougmcdermott
12,ORL,Dario Šarić,,9.0,498.0,11120.0,5118.0,2632.0,942.0,0.443,0.36,0.838,22.3,10.3,5.3,1.9,20.8,0.09,-0.8,3.4,2014,dariosaric
13,MIN,Zach LaVine,UCLA,12.0,693.0,22685.0,14338.0,2773.0,2684.0,0.47,0.391,0.835,32.7,20.7,4.0,3.9,38.6,0.082,0.6,14.6,2014,zachlavine
14,PHO,T.J. Warren,NC State,9.0,385.0,10365.0,5497.0,1515.0,446.0,0.505,0.351,0.78,26.9,14.3,3.9,1.2,20.9,0.097,-0.4,4.1,2014,t.j.warren
15,ATL,Adreian Payne,Michigan State,4.0,107.0,1403.0,429.0,315.0,66.0,0.406,0.254,0.68,13.1,4.0,2.9,0.6,-0.6,-0.019,-5.9,-1.4,2014,adreianpayne
16,CHI,Jusuf Nurkić,,12.0,631.0,15430.0,7438.0,5644.0,1664.0,0.502,0.294,0.661,24.5,11.8,8.9,2.6,34.7,0.108,0.4,9.5,2014,jusufnurkic
17,BOS,James Young,Kentucky,4.0,95.0,812.0,219.0,96.0,28.0,0.367,0.277,0.563,8.5,2.3,1.0,0.3,0.8,0.046,-3.4,-0.3,2014,jamesyoung
18,PHO,Tyler Ennis,Syracuse,4.0,186.0,2336.0,779.0,250.0,359.0,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8,2014,tylerennis
19,CHI,Gary Harris,Michigan State,12.0,666.0,17326.0,6568.0,1476.0,1192.0,0.446,0.37,0.81,26.0,9.9,2.2,1.8,27.5,0.076,-1.4,2.6,2014,garyharris
20,TOR,Bruno Caboclo,,7.0,105.0,1293.0,442.0,268.0,72.0,0.403,0.308,0.836,12.3,4.2,2.6,0.7,1.5,0.054,-2.7,-0.2,2014,brunocaboclo
21,OKC,Mitch McGary,Michigan,2.0,52.0,557.0,227.0,183.0,17.0,0.527,0.0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1,2014,mitchmcgary
22,MEM,Jordan Adams,UCLA,2.0,32.0,263.0,101.0,30.0,19.0,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,1.7,0.2,2014,jordanadams
23,UTA,Rodney Hood,Duke,8.0,448.0,10977.0,4656.0,1160.0,736.0,0.42,0.366,0.841,24.5,10.4,2.6,1.6,17.4,0.076,-1.2,2.2,2014,rodneyhood
24,CHO,Shabazz Napier,UConn,6.0,345.0,5986.0,2433.0,657.0,849.0,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,0.065,-0.7,2.0,2014,shabazznapier
25,HOU,Clint Capela,,12.0,739.0,18329.0,8236.0,7330.0,726.0,0.613,0.125,0.546,24.8,11.1,9.9,1.0,72.6,0.19,1.6,16.5,2014,clintcapela
26,MIA,P.J. Hairston,UNC,2.0,111.0,2000.0,664.0,266.0,59.0,0.343,0.295,0.81,18.0,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0,2014,p.j.hairston
27,PHO,Bogdan Bogdanović,,9.0,526.0,14750.0,7344.0,1738.0,1667.0,0.436,0.381,0.845,28.0,14.0,3.3,3.2,25.0,0.081,0.1,7.7,2014,bogdanbogdanovic
28,LAC,C.J. Wilcox,Washington,3.0,66.0,376.0,132.0,31.0,30.0,0.37,0.333,0.813,5.7,2.0,0.5,0.5,0.1,0.007,-4.3,-0.2,2014,c.j.wilcox
29,OKC,Josh Huestis,Stanford,3.0,76.0,1068.0,187.0,180.0,23.0,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4,2014,joshhuestis
30,SAS,Kyle Anderson,UCLA,12.0,757.0,16177.0,5142.0,3217.0,2104.0,0.48,0.34,0.715,21.4,6.8,4.2,2.8,41.3,0.122,1.7,15.1,2014,kyleanderson
31,MIL,Damien Inglis,,1.0,20.0,156.0,36.0,31.0,10.0,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-5.6,-0.1,2014,damieninglis
32,PHI,K.J. McDaniels,Clemson,3.0,148.0,2092.0,782.0,324.0,95.0,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-2.8,-0.4,2014,k.j.mcdaniels
33,CLE,Joe Harris,Virginia,10.0,504.0,12298.0,5185.0,1521.0,790.0,0.479,0.436,0.771,24.4,10.3,3.0,1.6,23.1,0.09,-0.7,4.1,2014,joeharris
34,NYK,Cleanthony Early,Wichita State,2.0,56.0,801.0,241.0,123.0,42.0,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.9,-0.8,2014,cleanthonyearly
35,UTA,Jarnell Stokes,Tennessee,3.0,28.0,151.0,67.0,40.0,7.0,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,0.1,0.1,2014,jarnellstokes
36,MIL,Johnny O'Bryant,LSU,4.0,147.0,1684.0,509.0,352.0,69.0,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.2,-1.8,2014,johnnyo'bryant
37,TOR,DeAndre Daniels,UConn,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2014,deandredaniels
38,DET,Spencer Dinwiddie,Colorado,11.0,621.0,17219.0,8078.0,1851.0,3153.0,0.414,0.333,0.796,27.7,13.0,3.0,5.1,36.0,0.1,-0.1,8.1,2014,spencerdinwiddie
39,PHI,Jerami Grant,Syracuse,12.0,776.0,21749.0,10488.0,3024.0,1272.0,0.449,0.367,0.759,28.0,13.5,3.9,1.6,40.7,0.09,-0.4,8.7,2014,jeramigrant
40,MIN,Glenn Robinson III,Michigan,7.0,304.0,5299.0,1804.0,776.0,238.0,0.457,0.373,0.779,17.4,5.9,2.6,0.8,7.9,0.071,-1.7,0.4,2014,glennrobinsoniii
41,DEN,Nikola Jokić,,11.0,810.0,25914.0,18009.0,8977.0,6080.0,0.561,0.362,0.825,32.0,22.2,11.1,7.5,142.9,0.265,10.6,82.5,2014,nikolajokic
42,HOU,Nick Johnson,Arizona,1.0,28.0,262.0,74.0,39.0,11.0,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-6.5,-0.3,2014,nickjohnson
43,ATL,Edy Tavares,,2.0,13.0,101.0,33.0,32.0,4.0,0.625,,0.273,7.8,2.5,2.5,0.3,0.2,0.118,-0.4,0.0,2014,edytavares
44,MIN,Markel Brown,Oklahoma State,3.0,113.0,1794.0,584.0,234.0,132.0,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4,2014,markelbrown
45,CHO,Dwight Powell,Stanford,12.0,768.0,13469.0,4964.0,3252.0,800.0,0.606,0.294,0.734,17.5,6.5,4.2,1.0,50.5,0.18,0.7,9.1,2014,dwightpowell
46,WAS,Jordan Clarkson,Missouri,12.0,825.0,22102.0,12651.0,2650.0,2307.0,0.437,0.336,0.829,26.8,15.3,3.2,2.8,25.9,0.056,-1.1,5.1,2014,jordanclarkson
47,PHI,Russ Smith,Louisville,2.0,27.0,131.0,53.0,15.0,19.0,0.319,0.188,0.769,4.9,2.0,0.6,0.7,-0.2,-0.068,-5.1,-0.1,2014,russsmith
48,MIL,Lamar Patterson,Pitt,2.0,40.0,435.0,93.0,57.0,45.0,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.7,-0.4,2014,lamarpatterson
49,CHI,Cameron Bairstow,New Mexico,2.0,36.0,167.0,44.0,36.0,7.0,0.296,0.2,0.846,4.6,1.2,1.0,0.2,-0.1,-0.021,-8.1,-0.3,2014,cameronbairstow
50,PHO,Alec Brown,Green Bay,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2014,alecbrown
51,NYK,Thanasis Antetokounmpo,,7.0,232.0,1668.0,528.0,337.0,130.0,0.506,0.134,0.536,7.2,2.3,1.5,0.6,2.1,0.061,-4.1,-0.9,2014,thanasisantetokounmpo
52,PHI,Vasilije Micić,,2.0,101.0,1961.0,691.0,177.0,390.0,0.395,0.315,0.819,19.4,6.8,1.8,3.9,-0.6,-0.015,-5.6,-1.8,2014,vasilijemicic
53,MIN,Alessandro Gentile,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2014,alessandrogentile
54,PHI,Nemanja Dangubić,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2014,nemanjadangubic
55,MIA,Semaj Christon,Xavier,1.0,64.0,973.0,183.0,87.0,130.0,0.345,0.19,0.548,15.2,2.9,1.4,2.0,0.1,0.006,-5.1,-0.8,2014,semajchriston
56,DEN,Devyn Marble,Iowa,2.0,44.0,457.0,97.0,69.0,29.0,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4,2014,devynmarble
57,IND,Louis Labeyrie,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2014,louislabeyrie
58,SAS,Jordan McRae,Tennessee,4.0,123.0,1696.0,846.0,225.0,167.0,0.417,0.355,0.772,13.8,6.9,1.8,1.4,1.7,0.048,-2.1,0.0,2014,jordanmcrae
59,TOR,Xavier Thames,San Diego State,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2014,xavierthames
60,SAS,Cory Jefferson,Baylor,2.0,58.0,581.0,205.0,161.0,16.0,0.444,0.125,0.583,10.0,3.5,2.8,0.3,0.9,0.071,-3.3,-0.2,2014,coryjefferson
1,MIN,Karl-Anthony Towns,Kentucky,11.0,720.0,24294.0,16384.0,8025.0,2263.0,0.522,0.397,0.84,33.7,22.8,11.1,3.1,94.6,0.187,4.3,38.5,2015,karl-anthonytowns
2,LAL,D'Angelo Russell,Ohio State,11.0,655.0,19240.0,11132.0,2177.0,3690.0,0.427,0.363,0.793,29.4,17.0,3.3,5.6,26.5,0.066,0.6,12.4,2015,d'angelorussell
3,PHI,Jahlil Okafor,Duke,7.0,248.0,4830.0,2566.0,1170.0,226.0,0.542,0.222,0.676,19.5,10.3,4.7,0.9,7.2,0.071,-2.0,0.0,2015,jahlilokafor
